origin,destination,month,avg_route_month_delay
DAL,ONT,1,1.8666666666666667
DAL,ONT,2,12.5
DAL,ONT,3,4.384615384615385
DAL,ONT,4,4.875
DAL,ONT,5,31.066666666666666
DAL,ONT,6,17.77777777777778
DAL,ONT,7,7.1
DAL,ONT,8,18.555555555555557
DAL,ONT,9,2.7
DAL,ONT,10,4.076923076923077
DAL,ONT,11,-8.454545454545455
DAL,ONT,12,16.083333333333332
DAL,ORD,1,11.923076923076923
DAL,ORD,2,-1.0857142857142856
DAL,ORD,3,-4.923076923076923
DAL,ORD,4,-5.153846153846154
DAL,ORD,5,-4.027027027027027
DAL,ORD,6,12.425
DAL,ORD,7,7.342105263157895
DAL,ORD,8,13.568181818181818
DAL,ORD,9,-2.5217391304347827
DAL,ORD,10,6.35
DAL,ORD,11,-7.476190476190476
DAL,ORD,12,5.5
DAL,ORF,4,-2.6666666666666665
DAL,ORF,6,-20.0
DAL,ORF,7,-2.5
DAL,ORF,8,25.0
DAL,ORF,10,85.0
DAL,PDX,1,3.8125
DAL,PDX,2,-5.461538461538462
DAL,PDX,3,-12.0
DAL,PDX,4,-2.625
DAL,PDX,5,-11.0
DAL,PDX,6,-4.714285714285714
DAL,PDX,7,5.111111111111111
DAL,PDX,8,2.1666666666666665
DAL,PDX,9,-1.0
DAL,PDX,10,3.2
DAL,PDX,11,-11.857142857142858
DAL,PDX,12,6.285714285714286
DAL,PHL,1,-24.0
DAL,PHL,2,-12.0
DAL,PHL,3,-11.2
DAL,PHL,4,-16.75
DAL,PHL,5,-4.166666666666667
DAL,PHL,6,-18.333333333333332
DAL,PHL,7,0.0
DAL,PHL,8,-12.0
DAL,PHL,9,-19.0
DAL,PHL,10,-20.6
DAL,PHL,11,2.25
DAL,PHL,12,6.5
DAL,PHX,1,-3.1941747572815533
DAL,PHX,2,-1.75
DAL,PHX,3,2.2268041237113403
DAL,PHX,4,1.53125
DAL,PHX,5,8.26
DAL,PHX,6,20.546511627906977
DAL,PHX,7,6.591304347826087
DAL,PHX,8,10.585585585585585
DAL,PHX,9,-0.9634146341463414
DAL,PHX,10,1.6883116883116882
DAL,PHX,11,-1.1369863013698631
DAL,PHX,12,12.186046511627907
DAL,PIT,1,-0.6666666666666666
DAL,PIT,2,0.8571428571428571
DAL,PIT,3,4.4
DAL,PIT,4,-12.75
DAL,PIT,5,-4.5
DAL,PIT,6,15.166666666666666
DAL,PIT,7,-2.1538461538461537
DAL,PIT,8,-2.5714285714285716
DAL,PIT,9,-2.5
DAL,PIT,10,6.333333333333333
DAL,PIT,11,-7.461538461538462
DAL,PIT,12,7.333333333333333
DAL,PNS,1,-17.333333333333332
DAL,PNS,2,16.5
DAL,PNS,3,12.666666666666666
DAL,PNS,4,2.6206896551724137
DAL,PNS,5,15.458333333333334
DAL,PNS,6,8.272727272727273
DAL,PNS,7,0.3870967741935484
DAL,PNS,8,9.16
DAL,PNS,9,-4.666666666666667
DAL,PNS,10,-3.466666666666667
DAL,PNS,11,-3.7
DAL,PNS,12,7.454545454545454
DAL,PSP,1,-16.0
DAL,PSP,2,-0.6666666666666666
DAL,PSP,3,-0.3333333333333333
DAL,PSP,4,1.25
DAL,PSP,5,-7.333333333333333
DAL,PSP,11,24.0
DAL,PSP,12,-15.0
DAL,RDU,1,3.533333333333333
DAL,RDU,2,10.7
DAL,RDU,3,-14.333333333333334
DAL,RDU,4,1.894736842105263
DAL,RDU,5,0.5
DAL,RDU,6,16.916666666666668
DAL,RDU,7,2.5
DAL,RDU,8,19.0
DAL,RDU,9,-6.0
DAL,RDU,10,7.166666666666667
DAL,RDU,11,6.363636363636363
DAL,RDU,12,17.833333333333332
DAL,RNO,1,5.0
DAL,RNO,2,18.0
DAL,RNO,3,1.25
DAL,RNO,4,53.0
DAL,RNO,5,13.0
DAL,RNO,6,1.3333333333333333
DAL,RNO,7,45.2
DAL,RNO,8,2.0
DAL,RNO,9,29.0
DAL,RSW,1,5.555555555555555
DAL,RSW,2,-4.666666666666667
DAL,RSW,3,-0.3333333333333333
DAL,RSW,4,-18.333333333333332
DAL,RSW,5,22.5
DAL,RSW,6,11.8
DAL,RSW,7,8.833333333333334
DAL,RSW,8,55.666666666666664
DAL,RSW,9,62.0
DAL,RSW,10,21.5
DAL,RSW,11,-6.625
DAL,RSW,12,26.833333333333332
DAL,SAN,1,2.3518518518518516
DAL,SAN,2,2.0444444444444443
DAL,SAN,3,7.130434782608695
DAL,SAN,4,0.1836734693877551
DAL,SAN,5,1.4482758620689655
DAL,SAN,6,8.358490566037736
DAL,SAN,7,5.216666666666667
DAL,SAN,8,-2.730769230769231
DAL,SAN,9,-1.9782608695652173
DAL,SAN,10,5.871794871794871
DAL,SAN,11,-5.585365853658536
DAL,SAN,12,3.46875
DAL,SAT,1,-2.4608695652173913
DAL,SAT,2,2.1487603305785123
DAL,SAT,3,2.5357142857142856
DAL,SAT,4,5.0
DAL,SAT,5,3.8636363636363638
DAL,SAT,6,8.815126050420169
DAL,SAT,7,-0.37037037037037035
DAL,SAT,8,3.15
DAL,SAT,9,3.1153846153846154
DAL,SAT,10,8.934065934065934
DAL,SAT,11,0.38271604938271603
DAL,SAT,12,0.25333333333333335
DAL,SAV,1,-11.142857142857142
DAL,SAV,2,8.833333333333334
DAL,SAV,3,-8.75
DAL,SAV,4,-7.333333333333333
DAL,SAV,5,-5.444444444444445
DAL,SAV,6,8.5
DAL,SAV,7,6.666666666666667
DAL,SAV,8,4.833333333333333
DAL,SAV,9,11.25
DAL,SAV,10,13.6
DAL,SAV,11,6.375
DAL,SAV,12,10.0
DAL,SDF,1,-8.142857142857142
DAL,SDF,2,-11.25
DAL,SDF,3,-2.875
DAL,SDF,4,-0.16666666666666666
DAL,SDF,5,-3.5
DAL,SDF,6,32.166666666666664
DAL,SDF,7,12.2
DAL,SDF,8,13.333333333333334
DAL,SDF,9,-2.5555555555555554
DAL,SDF,10,13.5
DAL,SDF,11,-5.666666666666667
DAL,SDF,12,8.0
DAL,SEA,1,-0.8
DAL,SEA,2,8.2
DAL,SEA,3,-8.842105263157896
DAL,SEA,4,16.266666666666666
DAL,SEA,5,-3.32
DAL,SEA,6,9.761904761904763
DAL,SEA,7,18.857142857142858
DAL,SEA,8,12.026315789473685
DAL,SEA,9,-4.041666666666667
DAL,SEA,10,-3.2413793103448274
DAL,SEA,11,-8.823529411764707
DAL,SEA,12,7.454545454545454
DAL,SFO,1,-4.0
DAL,SFO,2,-3.4
DAL,SFO,3,0.1
DAL,SFO,4,8.25
DAL,SFO,5,15.695652173913043
DAL,SFO,6,15.636363636363637
DAL,SFO,7,-0.1875
DAL,SFO,8,5.68
DAL,SFO,9,10.941176470588236
DAL,SFO,10,0.6470588235294118
DAL,SFO,11,-11.368421052631579
DAL,SFO,12,11.833333333333334
DAL,SJC,1,-1.8214285714285714
DAL,SJC,2,-6.083333333333333
DAL,SJC,3,-1.36
DAL,SJC,4,4.25
DAL,SJC,5,0.32
DAL,SJC,6,13.823529411764707
DAL,SJC,7,-3.74468085106383
DAL,SJC,8,-1.206896551724138
DAL,SJC,9,-6.642857142857143
DAL,SJC,10,0.17647058823529413
DAL,SJC,11,-9.56
DAL,SJC,12,10.0
DAL,SLC,1,-6.333333333333333
DAL,SLC,2,-4.208333333333333
DAL,SLC,3,12.911764705882353
DAL,SLC,4,-0.6363636363636364
DAL,SLC,5,5.0
DAL,SLC,6,8.75
DAL,SLC,7,8.526315789473685
DAL,SLC,8,-1.9565217391304348
DAL,SLC,9,10.84
DAL,SLC,10,6.285714285714286
DAL,SLC,11,-4.333333333333333
DAL,SLC,12,10.789473684210526
DAL,SMF,1,-6.1
DAL,SMF,2,-7.0
DAL,SMF,3,0.7272727272727273
DAL,SMF,4,21.2
DAL,SMF,5,17.77777777777778
DAL,SMF,6,22.444444444444443
DAL,SMF,7,-1.3
DAL,SMF,8,25.130434782608695
DAL,SMF,9,0.6
DAL,SMF,10,22.266666666666666
DAL,SMF,11,-1.6666666666666667
DAL,SMF,12,13.444444444444445
DAL,SNA,1,-9.666666666666666
DAL,SNA,2,0.1
DAL,SNA,3,9.0
DAL,SNA,4,-5.142857142857143
DAL,SNA,5,-4.0
DAL,SNA,6,20.363636363636363
DAL,SNA,7,7.5
DAL,SNA,8,1.3333333333333333
DAL,SNA,9,5.4
DAL,SNA,10,15.857142857142858
DAL,SNA,11,9.181818181818182
DAL,SNA,12,2.857142857142857
DAL,SRQ,1,-2.9
DAL,SRQ,2,-3.0
DAL,SRQ,3,29.615384615384617
DAL,SRQ,4,-18.0
DAL,SRQ,5,2.0
DAL,SRQ,7,-10.0
DAL,SRQ,9,0.0
DAL,SRQ,10,4.0
DAL,SRQ,11,-13.0
DAL,SRQ,12,6.875
DAL,STL,1,6.507246376811594
DAL,STL,2,-4.181818181818182
DAL,STL,3,-0.04285714285714286
DAL,STL,4,-5.065573770491803
DAL,STL,5,3.8676470588235294
DAL,STL,6,10.329268292682928
DAL,STL,7,7.573529411764706
DAL,STL,8,5.597222222222222
DAL,STL,9,5.769230769230769
DAL,STL,10,2.981818181818182
DAL,STL,11,3.640625
DAL,STL,12,0.746268656716418
DAL,TPA,1,5.375
DAL,TPA,2,10.606060606060606
DAL,TPA,3,7.786885245901639
DAL,TPA,4,-4.547169811320755
DAL,TPA,5,14.06
DAL,TPA,6,27.977272727272727
DAL,TPA,7,4.98
DAL,TPA,8,10.589285714285714
DAL,TPA,9,2.4722222222222223
DAL,TPA,10,11.272727272727273
DAL,TPA,11,2.8
DAL,TPA,12,5.576923076923077
DAL,TUL,1,-7.120689655172414
DAL,TUL,2,-4.769230769230769
DAL,TUL,3,-0.29545454545454547
DAL,TUL,4,2.5588235294117645
DAL,TUL,5,-4.022222222222222
DAL,TUL,6,7.896551724137931
DAL,TUL,7,13.369565217391305
DAL,TUL,8,3.2363636363636363
DAL,TUL,9,6.549019607843137
DAL,TUL,10,-2.4
DAL,TUL,11,3.108108108108108
DAL,TUL,12,2.875
DAL,TUS,2,-6.5
DAL,TUS,4,-21.0
DAL,VPS,1,-16.4
DAL,VPS,2,-13.142857142857142
DAL,VPS,3,-3.2
DAL,VPS,4,8.125
DAL,VPS,5,12.153846153846153
DAL,VPS,6,-0.4
DAL,VPS,7,12.142857142857142
DAL,VPS,8,36.0
DAL,VPS,9,-0.7777777777777778
DAL,VPS,10,-9.833333333333334
DAL,VPS,11,-1.3333333333333333
DAL,VPS,12,15.75
DAY,ATL,1,3.196969696969697
DAY,ATL,2,-3.586206896551724
DAY,ATL,3,-11.125
DAY,ATL,4,-11.538461538461538
DAY,ATL,5,-8.58695652173913
DAY,ATL,6,-12.981481481481481
DAY,ATL,7,-1.5961538461538463
DAY,ATL,8,-4.585365853658536
DAY,ATL,9,-6.883720930232558
DAY,ATL,10,-6.777777777777778
DAY,ATL,11,-11.466666666666667
DAY,ATL,12,-4.523809523809524
DAY,CLT,1,-1.6065573770491803
DAY,CLT,2,-1.5806451612903225
DAY,CLT,3,2.6901408450704225
DAY,CLT,4,-2.753846153846154
DAY,CLT,5,-5.75
DAY,CLT,6,-3.3389830508474576
DAY,CLT,7,10.317073170731707
DAY,CLT,8,12.508196721311476
DAY,CLT,9,4.054545454545455
DAY,CLT,10,-10.5
DAY,CLT,11,6.787234042553192
DAY,CLT,12,-9.92156862745098
DAY,DCA,1,7.275
DAY,DCA,2,4.153846153846154
DAY,DCA,3,0.09090909090909091
DAY,DCA,4,-5.45945945945946
DAY,DCA,5,0.07894736842105263
DAY,DCA,6,-1.0
DAY,DCA,7,6.325
DAY,DCA,8,2.4791666666666665
DAY,DCA,9,3.357142857142857
DAY,DCA,10,2.4
DAY,DCA,11,9.125
DAY,DCA,12,11.758620689655173
DAY,DEN,1,-26.5
DAY,DEN,2,-6.166666666666667
DAY,DEN,3,6.666666666666667
DAY,DEN,4,-5.0
DAY,DEN,5,0.0
DAY,DEN,6,-4.833333333333333
DAY,DEN,7,-16.666666666666668
DAY,DEN,8,10.6
DAY,DEN,9,0.0
DAY,DEN,10,0.0
DAY,DEN,11,1.7142857142857142
DAY,DEN,12,-5.5
DAY,DFW,1,-1.7380952380952381
DAY,DFW,2,5.666666666666667
DAY,DFW,3,-2.943396226415094
DAY,DFW,4,12.534883720930232
DAY,DFW,5,0.9302325581395349
DAY,DFW,6,23.5
DAY,DFW,7,16.632653061224488
DAY,DFW,8,-1.7073170731707317
DAY,DFW,9,-4.310344827586207
DAY,DFW,10,13.679245283018869
DAY,DFW,11,-5.465116279069767
DAY,DFW,12,2.0
DAY,DTW,1,2.3
DAY,DTW,2,0.3170731707317073
DAY,DTW,3,-7.088235294117647
DAY,DTW,4,-1.4
DAY,DTW,5,-9.846153846153847
DAY,DTW,6,1.6818181818181819
DAY,DTW,7,-10.96774193548387
DAY,DTW,8,-0.4642857142857143
DAY,DTW,9,-5.194444444444445
DAY,DTW,10,1.8461538461538463
DAY,DTW,11,-10.258064516129032
DAY,DTW,12,-3.033333333333333
DAY,EWR,1,-2.6666666666666665
DAY,EWR,2,-13.0
DAY,EWR,4,5.0
DAY,EWR,5,-5.5
DAY,EWR,7,14.0
DAY,EWR,8,-8.0
DAY,EWR,9,-6.5
DAY,EWR,10,-8.0
DAY,EWR,11,-3.5
DAY,EWR,12,18.5
DAY,IAD,1,-15.0
DAY,IAD,2,-13.0
DAY,IAD,3,-2.375
DAY,IAD,4,0.0
DAY,IAD,5,-11.0
DAY,IAD,7,-6.0
DAY,IAD,8,51.25
DAY,IAD,9,-14.0
DAY,IAD,10,45.0
DAY,IAD,12,-7.0
DAY,IAH,1,30.22222222222222
DAY,IAH,2,13.8
DAY,IAH,3,23.6
DAY,IAH,4,32.0
DAY,IAH,5,-11.0
DAY,IAH,6,-26.0
DAY,IAH,7,-11.0
DAY,IAH,8,-16.5
DAY,IAH,9,-7.0
DAY,IAH,10,6.0
DAY,IAH,11,-19.5
DAY,IAH,12,92.0
DAY,LGA,1,-6.958333333333333
DAY,LGA,2,-7.689655172413793
DAY,LGA,3,0.43478260869565216
DAY,LGA,4,18.363636363636363
DAY,LGA,5,10.833333333333334
DAY,LGA,6,53.65384615384615
DAY,LGA,7,10.678571428571429
DAY,LGA,8,1.3846153846153846
DAY,LGA,9,8.6
DAY,LGA,10,30.285714285714285
DAY,LGA,11,-15.909090909090908
DAY,LGA,12,11.866666666666667
DAY,MCO,6,-2.0
DAY,MCO,7,22.0
DAY,MCO,9,189.0
DAY,MSP,1,9.533333333333333
DAY,MSP,2,11.3
DAY,MSP,3,-1.0
DAY,MSP,4,-16.0
DAY,MSP,5,-12.166666666666666
DAY,MSP,6,-0.9230769230769231
DAY,MSP,7,-19.0
DAY,MSP,8,-11.235294117647058
DAY,MSP,9,7.714285714285714
DAY,MSP,10,-11.9
DAY,MSP,11,-12.555555555555555
DAY,MSP,12,12.0
DAY,ORD,1,-1.2972972972972974
DAY,ORD,2,7.241379310344827
DAY,ORD,3,-11.73913043478261
DAY,ORD,4,3.6666666666666665
DAY,ORD,5,10.25
DAY,ORD,6,11.102564102564102
DAY,ORD,7,11.382978723404255
DAY,ORD,8,4.796610169491525
DAY,ORD,9,5.7272727272727275
DAY,ORD,10,-3.2222222222222223
DAY,ORD,11,5.53125
DAY,ORD,12,13.970588235294118
DAY,PGD,1,2.75
DAY,PGD,2,2.0
DAY,PGD,3,11.2
DAY,PGD,4,75.5
DAY,PGD,5,-1.6666666666666667
DAY,PGD,6,27.0
DAY,PGD,7,-9.0
DAY,PGD,8,-11.333333333333334
DAY,PGD,9,-3.6
DAY,PGD,10,182.0
DAY,PGD,11,21.666666666666668
DAY,PGD,12,-11.5
DAY,PHL,1,5.709677419354839
DAY,PHL,2,-4.642857142857143
DAY,PHL,3,0.4666666666666667
DAY,PHL,4,-1.9285714285714286
DAY,PHL,5,-7.387096774193548
DAY,PHL,6,5.3076923076923075
DAY,PHL,7,-10.535714285714286
DAY,PHL,8,1.5625
DAY,PHL,9,5.15625
DAY,PHL,10,-8.6
DAY,PHL,11,-13.181818181818182
DAY,PHL,12,10.043478260869565
DAY,PIE,1,-20.0
DAY,PIE,2,56.333333333333336
DAY,PIE,3,2.4
DAY,PIE,4,-18.0
DAY,PIE,5,-14.444444444444445
DAY,PIE,6,18.714285714285715
DAY,PIE,7,17.166666666666668
DAY,PIE,8,162.66666666666666
DAY,PIE,9,-20.0
DAY,PIE,10,2.0
DAY,PIE,11,68.0
DAY,PIE,12,-13.0
DAY,SFB,1,36.0
DAY,SFB,3,2.142857142857143
DAY,SFB,4,-0.6666666666666666
DAY,SFB,5,-12.666666666666666
DAY,SFB,6,8.6
DAY,SFB,7,26.25
DAY,SFB,8,-9.0
DAY,SFB,10,0.0
DAY,SFB,11,-14.0
DAY,VPS,8,-3.0
DBQ,ORD,1,2.6818181818181817
DBQ,ORD,2,6.136363636363637
DBQ,ORD,3,-15.105263157894736
DBQ,ORD,4,-15.73913043478261
DBQ,ORD,5,12.652173913043478
DBQ,ORD,6,-0.7894736842105263
DBQ,ORD,7,-6.666666666666667
DBQ,ORD,8,-3.088235294117647
DBQ,ORD,9,-2.5238095238095237
DBQ,ORD,10,-8.6875
DBQ,ORD,11,8.785714285714286
DBQ,ORD,12,-8.583333333333334
DCA,ACK,5,-22.666666666666668
DCA,ACK,6,5.954545454545454
DCA,ACK,7,-2.5853658536585367
DCA,ACK,8,-0.7307692307692307
DCA,ACK,9,42.714285714285715
DCA,ACK,10,-15.857142857142858
DCA,AGS,1,2.4545454545454546
DCA,AGS,2,3.0
DCA,AGS,3,-7.5
DCA,AGS,4,23.166666666666668
DCA,AGS,5,-3.1
DCA,AGS,6,5.636363636363637
DCA,AGS,7,6.888888888888889
DCA,AGS,8,20.666666666666668
DCA,AGS,9,-4.6923076923076925
DCA,AGS,10,-13.166666666666666
DCA,AGS,11,-6.5
DCA,AGS,12,-18.25
DCA,ALB,1,7.651162790697675
DCA,ALB,2,6.764705882352941
DCA,ALB,3,8.3125
DCA,ALB,4,4.5
DCA,ALB,5,4.785714285714286
DCA,ALB,6,3.097560975609756
DCA,ALB,7,19.26829268292683
DCA,ALB,8,4.631578947368421
DCA,ALB,9,-3.774193548387097
DCA,ALB,10,21.21212121212121
DCA,ALB,11,11.038461538461538
DCA,ALB,12,5.533333333333333
DCA,ATL,1,1.6007751937984496
DCA,ATL,2,0.5439330543933054
DCA,ATL,3,-2.338235294117647
DCA,ATL,4,0.7222222222222222
DCA,ATL,5,0.2777777777777778
DCA,ATL,6,1.2426778242677825
DCA,ATL,7,5.7101449275362315
DCA,ATL,8,6.996336996336996
DCA,ATL,9,-8.924731182795698
DCA,ATL,10,-3.71356783919598
DCA,ATL,11,-4.029126213592233
DCA,ATL,12,-1.5891891891891892
DCA,AUS,1,-5.2
DCA,AUS,2,12.0
DCA,AUS,3,13.3
DCA,AUS,4,-11.75
DCA,AUS,5,7.214285714285714
DCA,AUS,6,8.642857142857142
DCA,AUS,7,22.352941176470587
DCA,AUS,8,5.75
DCA,AUS,9,-1.75
DCA,AUS,10,-1.0
DCA,AUS,11,30.5
DCA,AUS,12,4.428571428571429
DCA,AVL,1,20.5
DCA,AVL,2,14.666666666666666
DCA,AVL,3,-8.0
DCA,AVL,4,-2.6666666666666665
DCA,AVL,5,-2.7777777777777777
DCA,AVL,6,8.909090909090908
DCA,AVL,7,16.625
DCA,AVL,8,1.5555555555555556
DCA,AVL,9,-2.0
DCA,AVL,10,-9.2
DCA,AVL,11,7.0
DCA,AVL,12,5.25
DCA,BDL,1,1.943661971830986
DCA,BDL,2,5.675675675675675
DCA,BDL,3,10.253164556962025
DCA,BDL,4,11.48
DCA,BDL,5,5.59375
DCA,BDL,6,11.19718309859155
DCA,BDL,7,5.636363636363637
DCA,BDL,8,8.696969696969697
DCA,BDL,9,-4.0
DCA,BDL,10,1.0392156862745099
DCA,BDL,11,11.934782608695652
DCA,BDL,12,11.714285714285714
DCA,BGR,1,13.545454545454545
DCA,BGR,2,1.05
DCA,BGR,3,4.434782608695652
DCA,BGR,4,8.32
DCA,BGR,5,8.179487179487179
DCA,BGR,6,34.18421052631579
DCA,BGR,7,1.98
DCA,BGR,8,23.615384615384617
DCA,BGR,9,24.434782608695652
DCA,BGR,10,-1.2105263157894737
DCA,BGR,11,1.8275862068965518
DCA,BGR,12,1.4210526315789473
DCA,BHM,1,13.0
DCA,BHM,2,5.346153846153846
DCA,BHM,3,6.8
DCA,BHM,4,17.36
DCA,BHM,5,3.857142857142857
DCA,BHM,6,25.823529411764707
DCA,BHM,7,8.037037037037036
DCA,BHM,8,1.8717948717948718
DCA,BHM,9,4.153846153846154
DCA,BHM,10,0.6956521739130435
DCA,BHM,11,26.772727272727273
DCA,BHM,12,9.25
DCA,BNA,1,-4.036036036036036
DCA,BNA,2,0.6341463414634146
DCA,BNA,3,-0.6911764705882353
DCA,BNA,4,-3.5365853658536586
DCA,BNA,5,-0.9509803921568627
DCA,BNA,6,3.6416666666666666
DCA,BNA,7,8.733870967741936
DCA,BNA,8,4.266129032258065
DCA,BNA,9,-7.409090909090909
DCA,BNA,10,-10.067961165048544
DCA,BNA,11,2.8469387755102042
DCA,BNA,12,4.839080459770115
DCA,BOS,1,3.084507042253521
DCA,BOS,2,1.376
DCA,BOS,3,-2.0712166172106823
DCA,BOS,4,4.86031746031746
DCA,BOS,5,3.585858585858586
DCA,BOS,6,10.36271186440678
DCA,BOS,7,15.27491408934708
DCA,BOS,8,8.38679245283019
DCA,BOS,9,3.4285714285714284
DCA,BOS,10,5.464435146443515
DCA,BOS,11,2.5567375886524824
DCA,BOS,12,8.272445820433436
DCA,BTR,6,64.8
DCA,BTR,7,7.0
DCA,BTR,8,59.0
DCA,BTV,1,4.482758620689655
DCA,BTV,2,4.075
DCA,BTV,3,10.277777777777779
DCA,BTV,4,-5.181818181818182
DCA,BTV,5,-8.590909090909092
DCA,BTV,6,3.6842105263157894
DCA,BTV,7,19.318181818181817
DCA,BTV,8,9.297297297297296
DCA,BTV,9,3.090909090909091
DCA,BTV,10,-3.9166666666666665
DCA,BTV,11,3.6666666666666665
DCA,BTV,12,5.76
DCA,BUF,1,23.55263157894737
DCA,BUF,2,20.34375
DCA,BUF,3,7.655172413793103
DCA,BUF,4,9.925925925925926
DCA,BUF,5,7.4
DCA,BUF,6,1.7435897435897436
DCA,BUF,7,23.272727272727273
DCA,BUF,8,36.76315789473684
DCA,BUF,9,-1.1764705882352942
DCA,BUF,10,1.46875
DCA,BUF,11,4.62962962962963
DCA,BUF,12,6.944444444444445
DCA,CAE,1,12.06060606060606
DCA,CAE,2,7.818181818181818
DCA,CAE,3,9.425531914893616
DCA,CAE,4,5.54054054054054
DCA,CAE,5,9.9375
DCA,CAE,6,3.6097560975609757
DCA,CAE,7,2.4482758620689653
DCA,CAE,8,27.375
DCA,CAE,9,-2.6785714285714284
DCA,CAE,10,-2.5238095238095237
DCA,CAE,11,-4.818181818181818
DCA,CAE,12,-1.411764705882353
DCA,CAK,1,-1.125
DCA,CAK,2,14.6
DCA,CAK,3,27.266666666666666
DCA,CAK,4,8.555555555555555
DCA,CAK,5,4.571428571428571
DCA,CAK,6,29.23076923076923
DCA,CAK,7,30.833333333333332
DCA,CAK,8,57.06666666666667
DCA,CAK,9,-12.2
DCA,CAK,10,14.285714285714286
DCA,CAK,11,11.714285714285714
DCA,CAK,12,-6.875
DCA,CHA,1,2.125
DCA,CHA,2,3.4444444444444446
DCA,CHA,3,-9.071428571428571
DCA,CHA,4,-7.818181818181818
DCA,CHA,5,8.666666666666666
DCA,CHA,6,5.0
DCA,CHA,7,25.933333333333334
DCA,CHA,8,-5.0
DCA,CHA,9,-0.3333333333333333
DCA,CHA,10,0.4
DCA,CHA,11,-7.714285714285714
DCA,CHA,12,-15.25
DCA,CHS,1,0.8666666666666667
DCA,CHS,2,4.984615384615385
DCA,CHS,3,6.571428571428571
DCA,CHS,4,1.68
DCA,CHS,5,9.516666666666667
DCA,CHS,6,3.2
DCA,CHS,7,13.987341772151899
DCA,CHS,8,29.89830508474576
DCA,CHS,9,6.0
DCA,CHS,10,5.857142857142857
DCA,CHS,11,1.1176470588235294
DCA,CHS,12,7.5476190476190474
DCA,CID,6,-24.0
DCA,CID,7,-12.0
DCA,CID,8,-26.0
DCA,CLE,1,4.036363636363636
DCA,CLE,2,14.942028985507246
DCA,CLE,3,-1.1791044776119404
DCA,CLE,4,13.614035087719298
DCA,CLE,5,19.741935483870968
DCA,CLE,6,23.87272727272727
DCA,CLE,7,18.210526315789473
DCA,CLE,8,11.955555555555556
DCA,CLE,9,-1.5961538461538463
DCA,CLE,10,24.03030303030303
DCA,CLE,11,12.892857142857142
DCA,CLE,12,6.6
DCA,CLT,1,-3.676470588235294
DCA,CLT,2,4.672
DCA,CLT,3,-3.308411214953271
DCA,CLT,4,-0.14615384615384616
DCA,CLT,5,15.016806722689076
DCA,CLT,6,7.896551724137931
DCA,CLT,7,8.411290322580646
DCA,CLT,8,-3.9365079365079363
DCA,CLT,9,-4.895833333333333
DCA,CLT,10,-0.10416666666666667
DCA,CLT,11,-9.754901960784315
DCA,CLT,12,-3.7790697674418605
DCA,CMH,1,1.4594594594594594
DCA,CMH,2,1.323943661971831
DCA,CMH,3,-4.213483146067416
DCA,CMH,4,-2.967741935483871
DCA,CMH,5,-7.934426229508197
DCA,CMH,6,12.8125
DCA,CMH,7,10.359375
DCA,CMH,8,1.9242424242424243
DCA,CMH,9,-6.803921568627451
DCA,CMH,10,1.5
DCA,CMH,11,4.685185185185185
DCA,CMH,12,1.6721311475409837
DCA,CRW,1,13.266666666666667
DCA,CRW,2,19.625
DCA,CRW,3,7.071428571428571
DCA,CRW,4,10.0
DCA,CRW,5,7.357142857142857
DCA,CRW,6,0.5384615384615384
DCA,CRW,7,14.125
DCA,CRW,8,-1.0
DCA,CRW,9,47.75
DCA,CRW,10,2.0714285714285716
DCA,CRW,11,26.2
DCA,CRW,12,58.57142857142857
DCA,CVG,1,-4.264150943396227
DCA,CVG,2,5.3125
DCA,CVG,3,3.567901234567901
DCA,CVG,4,-0.3
DCA,CVG,5,-3.7
DCA,CVG,6,11.964285714285714
DCA,CVG,7,7.771929824561403
DCA,CVG,8,-1.9710144927536233
DCA,CVG,9,11.173913043478262
DCA,CVG,10,-1.694915254237288
DCA,CVG,11,6.956521739130435
DCA,CVG,12,4.980769230769231
DCA,DAB,3,22.0
DCA,DAL,1,-1.6129032258064515
DCA,DAL,2,-5.2727272727272725
DCA,DAL,3,-0.8493150684931506
DCA,DAL,4,0.9622641509433962
DCA,DAL,5,1.4406779661016949
DCA,DAL,6,5.368421052631579
DCA,DAL,7,15.919354838709678
DCA,DAL,8,2.339622641509434
DCA,DAL,9,-4.352941176470588
DCA,DAL,10,-6.027027027027027
DCA,DAL,11,1.1224489795918366
DCA,DAL,12,-1.7659574468085106
DCA,DAY,1,-0.9807692307692307
DCA,DAY,2,13.317073170731707
DCA,DAY,3,1.0444444444444445
DCA,DAY,4,8.666666666666666
DCA,DAY,5,7.185185185185185
DCA,DAY,6,14.925
DCA,DAY,7,7.128205128205129
DCA,DAY,8,8.444444444444445
DCA,DAY,9,-11.25925925925926
DCA,DAY,10,-1.3421052631578947
DCA,DAY,11,14.95
DCA,DAY,12,6.37037037037037
DCA,DEN,1,-10.865384615384615
DCA,DEN,2,4.458333333333333
DCA,DEN,3,-1.125
DCA,DEN,4,-14.325581395348838
DCA,DEN,5,-4.244897959183674
DCA,DEN,6,4.5964912280701755
DCA,DEN,7,4.741379310344827
DCA,DEN,8,-0.18181818181818182
DCA,DEN,9,-13.808510638297872
DCA,DEN,10,-6.3076923076923075
DCA,DEN,11,-7.923076923076923
DCA,DEN,12,-5.264150943396227
DCA,DFW,1,-4.085470085470085
DCA,DFW,2,4.044642857142857
